source_file,row_no,raw_description,txn_type,txn_date,notified_over_30d,amount_min,amount_max,amount_bracket,owner,asset_type,source_note
ProPublica-Trump,246,AIR LEASE CORP TIER I PERP G 4.6500% 12/31/49,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,247,"DOOLY CNTY GA SCH DIST SALES TAX 2020 DB B/E B/Q CR ENH 4.00 % Due May 1, 2026",purchase,2025-12-18,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,248,AMERICAN EXPRESS CO ALT TIER 3.5500%,purchase,2025-05-09,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,249,AMERICAN EXPRESS CO ALT TIER 3.5500%,purchase,2025-05-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,250,"DALLAS TX RFDG 2024A B/E 5.00 % Due Feb 15, 2026",purchase,2025-12-16,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,251,"PECOS BARSTOW TOYAH TX INDPT SCH DIST BLDG B/E PSF GTD 5.00 % Due Feb 15, 2026",purchase,2025-12-16,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,252,BP CAP MKTS P L C PERP SUB G 6.4500%,purchase,2025-05-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,253,"ST PAUL MN HSG & REDEV AUTH CHRT SCH LSE RFDG SCH PROP INC A REV B/E 4.50 % Due Jul 1, 2028",purchase,2025-12-16,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,254,BP CAP MKTS P L C PERP SUB G 6.4500%,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,255,"GREEN VLY SPL UTIL DIST TX WTR & WSTWTR SYS REV PRIOR LIEN BAM B/E 7.00 % Due Sep 15, 2026",purchase,2025-12-16,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,256,"ELKHORN WI WTRWKS & ELEC SYS REV 2025D B/E B/Q 5.00 % Due May 1, 2026",purchase,2025-12-16,,50001,100000,"$50,001 - $100,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,257,BANK OF AMERICA CORPORATION - BACpl,purchase,2025-05-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,258,"JOHNSON CITY TN HLTH & EDL FACS BRD MLTIFAM REV COLLTZD HSG TAPESTRY B/E 3.60 % Due Dec 1, 2027",purchase,2025-12-15,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,259,BANK NEW YORK MELLON CORP PE 6.3000% 12/31/49,purchase,2025-05-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,260,BANK NEW YORK MELLON CORP PE 6.3000% 12/31/49,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,261,"MIAMI DADE CNTY FL HSG FIN AUTH MLTIFAM HSG IMPERIAL CLUB REV B/E 2.95 % Due Oct 1, 2041",purchase,2025-12-15,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,262,"WASHINGTON ST VARIOUS PURP SER C B/E 5.00 % Due Feb 1, 2026",purchase,2025-12-15,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,263,CAPITAL ONE FINL CORP PERP S 3.9500%,purchase,2025-05-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,264,CAPITAL ONE FINL CORP PERP S 3.9500%,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,265,"ARIZONA ST IDA MLTIFAM HSG REV IRONWOOD RANCH APTS PJ B/E PTC 5.00 % Due Feb 1, 2058",purchase,2025-12-15,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,266,"TEXAS HM COLLABORATIVE MLTIFAM HSG REV 1518 APTS LTD B/E 5.00 % Due Oct 1, 2041",purchase,2025-12-15,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,267,Fifth Third Bancorp 7.5938% 12/31/49,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,268,GENERAL MTRS FINL CO INC PER 5.7500%,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,269,"WEST LAFAYETTE IN SCH BLDG CORP AD VALOREM PPTY TAX 1ST MTG REV B/E 5.00 % Due Jul 15, 2026",purchase,2025-12-15,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,270,"SWEETWATER CNTY WY SPECIFIC PURP TAX JT PWR BRD SALES & USE REV B/E 6.00 % Due Jun 15, 2026",purchase,2025-12-12,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,271,GENERAL MTRS FINL CO INC PER 6.5000%,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,272,GOLDMAN SACHS GROUP INC PERP 7.5000% 12/31/49,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,273,"ESCAMBIA CNTY FL HSG FIN AUTH MLTIFAM HSG REV HOLLOWBROOK APTS B/E 3.80 % Due Jun 1, 2027",purchase,2025-12-12,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,274,"WISCONSIN HSG & ECON DEV AUTH MLTIFAM HSG REV VIEW HUXLEY YARDS A B/E 5.00 % Due Feb 1, 2058",purchase,2025-12-12,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,275,GOLDMAN SACHS GROUP INC PERP 6.1250% 12/31/49,purchase,2025-05-09,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,276,HUNTINGTON BANCHShares INC TI 5.6250% 12/31/49,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,277,"HARRIS CNTY TX CULTURAL ED FAC FIN CORP REV HOSP MEMORIAL HERMANN B3 B/E 5.00 % Due Jul 1, 2049",purchase,2025-12-12,,100001,250000,"$100,001 - $250,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,278,"WEST CHESTER PA AREA SCH DIST SER A B/E 2.50 % Due Feb 15, 2026",purchase,2025-12-11,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,279,"MINNEAPOLIS MN SPL SCH DIST 001 LONG TERM FACS MAINT SER B B/E 5.00 % Due Feb 1, 2026",purchase,2025-12-11,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,280,JPMORGAN CHASE & CO ALT TIER 3.6500% 12/31/49,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,281,JPMORGAN CHASE & CO PERP NN 6.8750%,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,282,"LEBANON IN MIDDLE SCH BLDG CORP 1ST MTG REV B B/E ST INTRCPT 5.00 % Due Jan 15, 2026",purchase,2025-12-11,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,283,MORGAN STANLEY PERP JR GLBL 5.8750%,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,284,HUMBLE TX INDPT SCH T SR A BE/R/ 5 DUE 021529 DTD 011426 FC 021526 2.590% YIELD TO MATURITY UNSOLICITED,purchase,2025-12-10,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,285,PROSPER TX ISD BK PERMA BE/R/ 5 DUE 021531 DTD 121525 INSRD FC 021526 2.670% YIELD TO MATURITY UNSOLICITED,purchase,2025-12-17,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,286,NATWEST GROUP PLC ALT TIER I 8.1250% 12/31/49,purchase,2025-05-09,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,287,Oklahoma St Wtr Res Brd St Ln Program Rev Bds 2025 C 5.000% 10/01/48 B/e Dtd 12/17/25 Club Solicited Order Yld 4.219 To Par,purchase,2025-12-10,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,288,Bryan Tex Elec Sys Rev Bds 2025 5.000% 07/01/50 B/e Dtd 11/15/25 Clb Solicited Order Yld 4.547 To Par,purchase,2025-12-08,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,289,NORTHERN TR CORP ALT TIER I 4.6000% 12/31/49,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,290,NORTHERN TR CORP ALT TIER I 4.6000% 12/31/49,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,291,Intermountain Pwr Agy Utah Pwr Supply Rev Bds 2022a 5.000% 07/01/44 B/e Dtd 05/12/22 Clb Solicited Order Yld 4.238 To Par,purchase,2025-12-04,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,292,SCHWAB CHARLES CORP PERP SUB 4.0000%,purchase,2025-05-09,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,293,Arkansas St Dev Fin Auth Rev Revolving Ln Fd Bds 2026 5.000% 06/01/51 B/e Dtd 01/06/26 Clb Syndicate Yld 4.350 To Par,purchase,2025-12-04,,1000001,5000000,"$1,000,001 - $5,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,294,Arkansas St Dev Fin Auth Rev Revolving Ln Fd Bds 2026 5.000% 06/01/46 B/e Dtd 01/06/26 Clb Syndicate Yld 4.130 To Par,purchase,2025-12-04,,500001,1000000,"$500,001 - $1,000,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,295,Lee Cnty Fla Sch Brd Cds Partn Cops 2025 A 5.250% 08/01/47 B/e Dtd 11/14/25 Clb Solicited Order Yld 4.267 To Par,purchase,2025-12-02,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,296,Hillard Ohio Sch Dist Go Unitd Tax Facs Bds 2025b 5.000% 12/01/47 B/e Dtd 09/24/25 Clb Solicited Order Yld 4.094 To Par,purchase,2025-12-02,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,297,SCHWAB CHARLES CORP PERP SUB 4.0000%,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,298,Clifton Tex Higher Ed Fin Corp Ed Rev Ref Bds International 5.250% 02/15/45 B/e Dtd 06/01/25 Clb Solicited Order Yld 4.206 To Par,purchase,2025-12-02,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,299,US BANCORP ALT TIER I PERP 5.3000% 12/31/49,purchase,2025-05-09,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,300,US BANCORP ALT TIER I PERP 5.3000% 12/31/49,purchase,2025-05-09,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,301,University Louisville Ky Revs Gen Rcpts Bds 2025 A 5.000% 09/01/43 B/e Dtd 05/07/25 Clb Solicited Order Yld 3.883 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,302,Travls Cnty Tex Healthcare Dist Ltd Tax Ctfs Of Oblig Central Health 2025 5.250% 03/01/48 B/e Dtd 12/01/25 Clb Solicited Order Yld 4.292 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,303,WELLS FARGO & CO PERP A BB N 3.9000% 12/31/49,purchase,2025-05-09,,1001,15000,"$1,001 - $15,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,304,Timpanogos Spl Svc Dist Utah Swr Rev Ref Bds 2024 5.000% 06/01/48 B/e Dtd 10/15/24 Clb Solicited Order Yld 4.225 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,305,Tarrant Cnty Tex Cultural Ed Facs Fin Corp Hosp Rev Bds Baylor Scott White 5.500% 11/15/47 B/e Dtd 11/30/22 Clb Solicited Order Yld 4.130 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,306,SOCIETE GENERALE ALT TIER I 8.1250% 12/31/49,purchase,2025-05-08,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,307,South Dakota Conservancy Dist Rev St Revolving Fd Program Bds 2024 A 5.000% 08/01/50 B/e Dtd 09/05/24 Clb Solicited Order Yld 4.181 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,308,AIR LEASE CORP TIER I PERP G 4.6500% 12/31/49,purchase,2025-05-08,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,309,AMERICAN EXPRESS CO ALT TIER 3.5500%,purchase,2025-05-08,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,310,South Carolina St Pub Svcs Auth Rev Impt Obligs 2021 B 5.000% 12/01/43 B/e Dtd 09/02/21 Clb Solicited Order Yld 4.328 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,311,AMERICAN EXPRESS CO ALT TIER 3.5500%,purchase,2025-05-08,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,312,South Carolina Jobs-economic Dev Auth Health Care Facs Rev Bds Novant 5.500% 11/01/50 B/e Dtd 05/14/24 Clb Solicited Order Yld 4.247 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,313,Pennsylvania St Higher Edl Facs Auth Rev Fixed Rate Bds Thomas Jefferson 5.250% 11/01/41 B/e Dtd 11/13/24 Clb Solicited Order Yld 3.962 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,314,BP CAP MKTS P L C PERP SUB 4.8750%,purchase,2025-05-08,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,315,Palm Beach Cnty Fla Health Facs Auth Hosp Rev Bds Jupiter Med Ctr Inc 2025 5.000% 11/01/45 B/e Dtd 07/23/25 Clb Solicited Order Yld 4.083 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,316,BP CAP MKTS P L C PERP SUB G 6.4500%,purchase,2025-05-08,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,317,Omaha Pub Pwr Dist Neb Elec Rev Sys Bds 2025b 5.000% 02/01/46 B/e Dtd 12/10/25 Clb Solicited Order Yld 4.072 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,318,BP CAP MKTS P L C PERP SUB G 6.4500%,purchase,2025-05-08,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,319,BANK NEW YORK MELLON CORP PE 3.7500%,purchase,2025-05-08,,100001,250000,"$100,001 - $250,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,320,Mobile Cnty Ala Gen Oblig Impt Wts 2025 5.000% 02/01/46 B/e Dtd 12/11/25 Clb Solicited Order Yld 4.080 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,321,BANK NEW YORK MELLON CORP PE 6.3000% 12/31/49,purchase,2025-05-08,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,322,Missouri Jt Mun Elec Util Commn Pwr Proj Rev Bds Marshall Energy Ctr Proj 2025 5.000% 01/01/44 B/e Dtd 11/04/25 Clb Solicited Order Yld 4.172 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,323,CAPITAL ONE FINL CORP PERP S 3.9500%,purchase,2025-05-08,,15001,50000,"$15,001 - $50,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,324,Miami-dade Cnty Fla Wtr & Swr Rev Sys Bds 2024a 5.000% 10/01/49 B/e Dtd 05/29/24 Clb Solicited Order Yld 4.267 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,325,CAPITAL ONE FINL CORP PERP S 3.9500%,purchase,2025-05-08,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,326,Metrocare Svcs Tex Rev Bds 2025 5.000% 11/01/42 B/e Dtd 11/19/25 Clb Solicited Order Yld 4.013 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,327,Medical Univ S C Hosp Auth Hosp Mtg Rev Bds Indian Ld Proj 2025 5.250% 11/15/41 Bfe Dtd 12/18/25 Clb Solicited Order Yld 4.070 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,328,DOMINION ENERGY INC PERP GLB 4.3500% 12/31/49,purchase,2025-05-08,,250001,500000,"$250,001 - $500,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,329,Lewis & Clark Cnty Mont High Sch Dst No 1 Helena Gen Oblig Bldg Bds 2025 5.000% 07/01/47 Bfe Dtd 12/18/25 Clb Solicited Order Yld 4.193 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,330,Lee Cnty Fla Sch Brd Cds Partn Cops 2025 A 5.250% 08/01/48 B/e Dtd 11/14/25 Clb Solicited Order Yld 4.318 To Par,purchase,2025-12-01,,250001,500000,"$250,001 - $500,000",self,bond,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
ProPublica-Trump,331,Fifth Third Bancorp 7.5938% 12/31/49,purchase,2025-05-08,,50001,100000,"$50,001 - $100,000",self,stock,ProPublica hand-transcribed; https://projects.propublica.org/trump-team-financial-disclosures/appointees/trump-donald-j/
